"","SRR1027171","SRR1027172","SRR1027173","SRR1027174","SRR1027175","SRR1027176","SRR1027177","SRR1027178","SRR1027179","SRR1027180","SRR1027181","SRR1027182","SRR1027183","SRR1027184","SRR1027185","SRR1027186","SRR1027187","SRR1027188","SRR1027189","SRR1027190"
"ENSG00000099834.14",16,4,16,21,21,10,6,18,20,13,17,6,17,30,9,5,2,16,15,2
"ENSG00000070031.3",3,2,11,6,6,3,4,4,4,6,3,1,1,2,2,2,3,2,3,1
"ENSG00000069696.6",1,8,1,8,11,3,5,5,11,8,2,2,3,1,3,2,0,14,15,8
"ENSG00000177030.12",128,83,103,257,215,95,221,182,167,226,333,226,91,141,108,109,87,895,923,758
"ENSG00000255158.1",4,2,3,2,5,7,5,4,10,7,6,11,6,13,3,9,1,9,6,7
"ENSG00000177106.10",358,419,157,905,836,454,608,301,310,346,544,317,95,285,190,196,228,1955,1891,1221
"ENSG00000177042.10",88,84,63,96,134,91,188,180,179,159,264,209,86,81,60,66,49,338,288,307
"ENSG00000269915.1",0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,2,2,5,2
"ENSG00000177156.6",546,423,350,590,586,705,679,343,341,373,359,404,298,754,532,525,447,2662,1491,1305
"ENSG00000177225.12",155,110,143,219,278,178,367,376,416,314,415,259,113,252,127,182,94,784,1015,734
"ENSG00000255284.1",8,20,12,45,26,12,38,20,17,28,22,22,9,18,11,7,8,41,38,30
"ENSG00000177236.3",15,5,11,12,18,3,17,13,9,17,10,10,7,9,10,6,0,3,17,19
"ENSG00000255142.1",8,3,1,4,4,6,5,3,1,7,1,5,0,4,1,6,2,3,9,1
"ENSG00000184524.5",4,2,5,9,4,2,3,3,2,4,5,6,3,3,4,2,0,3,7,3
"ENSG00000177542.6",131,53,45,212,120,67,248,114,119,151,106,197,76,297,103,140,92,457,511,627
"ENSG00000177595.13",54,28,21,76,86,68,121,93,80,89,73,104,53,53,49,46,18,418,435,300
"ENSG00000177600.4",538,717,603,1737,1407,808,1595,775,1104,1630,1347,1274,994,1552,937,1246,711,30514,23675,16499
"ENSG00000199785.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177666.11",95,47,38,110,169,67,284,157,180,478,160,172,125,170,156,290,87,2668,1986,3022
"ENSG00000255108.1",0,0,0,0,2,0,0,0,1,0,1,2,1,2,0,3,1,3,3,2
"ENSG00000177685.12",154,175,108,180,405,152,382,172,415,277,732,260,71,147,194,676,291,5359,2994,3190
"ENSG00000177697.13",405,661,614,1887,1820,1225,2216,786,954,1521,1784,903,254,509,386,558,794,4768,3581,2065
"ENSG00000177700.5",116,220,141,560,396,243,661,309,340,355,613,333,110,154,139,163,172,1843,686,712
"ENSG00000214063.6",92,59,64,274,114,84,275,91,121,282,127,236,113,124,107,124,95,855,812,854
"ENSG00000250397.2",8,0,5,13,5,3,4,5,6,10,6,3,4,3,2,11,4,25,75,54
"ENSG00000177830.13",185,181,256,455,242,312,402,316,360,388,539,379,206,344,197,181,144,2197,1316,952
"ENSG00000183020.9",425,201,343,626,545,353,667,421,465,660,667,640,624,563,418,599,360,1703,1518,1870
"ENSG00000222561.1",0,0,0,3,0,1,0,1,1,0,3,0,1,1,1,1,0,0,0,0
"ENSG00000264671.1",0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"ENSG00000184956.11",65,4,161,64,36,42,33,29,38,294,363,83,34,23,42,1104,113,913,494,212
"ENSG00000254872.2",5,0,3,1,0,0,3,0,0,1,13,1,0,1,0,3,0,12,3,0
"ENSG00000198788.7",35,2,75,44,25,19,21,26,35,35,222,22,3,0,13,544,10,2,1,0
"ENSG00000215182.6",16,0,24,27,9,26,8,15,14,10,31,4,3,17,1,371,1,11,5,1
"ENSG00000117983.13",120,277,54,294,185,223,9,24,25,157,788,45,12,640,498,40,29,517,322,102
"ENSG00000255177.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000078902.11",131,88,174,259,232,173,430,281,249,284,460,412,140,212,185,195,178,1351,1264,1760
"ENSG00000267950.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255153.1",6,14,2,15,11,7,10,14,7,9,26,7,5,7,5,3,12,40,32,19
"ENSG00000174672.11",14,16,10,15,8,12,32,9,6,11,55,32,17,5,23,7,30,13,23,9
"ENSG00000182208.8",83,89,122,268,172,91,299,174,179,165,258,123,98,74,107,87,156,663,933,962
"ENSG00000184545.6",32,33,38,49,87,34,92,57,39,96,56,166,50,16,64,140,98,2090,3205,4736
"ENSG00000233930.3",7,6,19,14,17,12,24,13,15,10,13,14,7,2,29,37,60,130,310,131
"ENSG00000205869.2",21,1,24,4,6,4,8,15,7,5,4,9,0,1,0,3,5,88,291,62
"ENSG00000205867.2",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000196224.7",5,0,10,4,2,4,2,0,3,5,3,1,0,0,0,0,0,0,1,0
"ENSG00000241598.4",5,1,14,3,1,3,3,0,1,8,2,3,0,0,0,1,0,0,0,0
"ENSG00000185940.9",1,0,0,2,3,0,1,2,1,1,5,1,0,0,1,0,0,0,0,0
"ENSG00000231487.1",0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205866.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256528.1",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000205865.4",1,0,2,1,1,1,0,5,1,2,1,0,0,0,0,0,0,0,0,0
"ENSG00000227306.1",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000205864.1",3,0,5,3,0,1,0,0,2,2,7,1,0,0,0,0,0,0,0,0
"ENSG00000244242.1",31,26,63,134,26,49,33,16,24,26,30,14,8,45,13,13,13,77,82,149
"ENSG00000250644.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117984.8",799,565,653,1146,661,1227,2117,729,695,2097,736,605,957,1230,2042,1763,1667,3335,1924,1981
"ENSG00000235027.1",12,8,5,20,8,16,38,11,15,26,14,8,15,13,27,17,13,27,9,15
"ENSG00000229512.1",0,4,3,11,3,4,8,6,5,16,7,4,3,2,3,8,9,10,7,7
"ENSG00000265587.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230834.1",2,1,5,1,2,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0
"ENSG00000230980.1",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230080.2",0,0,1,1,1,2,0,3,3,3,2,0,0,0,0,0,0,0,0,0
"ENSG00000149043.12",128,21,13,577,64,75,4,4,13,12,10,4,15,7,6,3,40,193,411,255
"ENSG00000130598.11",39,3,4,237,17,21,10,3,6,10,2,1,3,0,2,0,5,68,108,54
"ENSG00000130592.9",171,158,122,246,264,323,382,145,278,398,223,109,248,80,230,149,103,1027,2069,2213
"ENSG00000264493.1",0,0,2,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0
"ENSG00000249086.1",0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
"ENSG00000184682.5",9,1,4,5,8,2,8,4,14,13,9,4,10,1,13,3,2,8,15,21
"ENSG00000229671.1",5,0,9,3,1,1,3,1,6,5,11,3,0,0,1,2,0,1,2,1
"ENSG00000130595.12",13,0,11,12,11,5,3,7,18,22,19,5,9,0,2,1,3,47,86,120
"ENSG00000252187.1",0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000214026.6",77,64,71,185,79,126,208,111,99,142,180,146,108,135,131,77,87,710,473,277
"ENSG00000226416.1",8,0,2,9,3,1,2,1,5,3,4,0,0,1,9,11,0,11,26,8
"ENSG00000232987.1",0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,4
"ENSG00000130600.11",894,72,299,21609,476,375,858,960,1431,1147,1092,229,272,638,5935,1126,525,1204,2566,2018
"ENSG00000167244.13",32,61,241,6579,92,38,84,264,542,702,418,82,234,51,63,157,213,1010,5462,7203
"ENSG00000240801.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129965.9",1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207805.1",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000099869.6",7,3,5,49,2,4,0,3,4,7,1,0,0,0,0,0,1,4,9,17
"ENSG00000254647.2",1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180176.10",4,0,13,5,3,14,2,2,6,0,9,3,1,0,31,1,17,0,3,4
"ENSG00000265258.1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183734.4",60,25,71,96,19,37,36,9,10,63,15,6,16,7,55,45,38,9,3,6
"ENSG00000110665.7",40,1,25,29,18,27,30,18,29,15,27,19,45,10,48,8,12,8,15,6
"ENSG00000064201.11",21,5,12,22,17,23,22,9,19,22,37,12,27,13,23,7,7,8,21,21
"ENSG00000207308.1",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
"ENSG00000238184.1",3,4,5,6,4,3,1,0,3,6,1,2,3,5,3,1,1,4,13,12
"ENSG00000236264.3",5,3,2,5,3,8,3,2,1,2,2,1,1,1,1,1,1,0,6,1
"ENSG00000199550.1",0,1,3,3,4,1,4,0,2,0,5,0,0,1,0,0,0,3,1,2
"ENSG00000110651.7",698,628,779,1283,968,884,1219,830,770,1659,770,1251,983,1009,1054,904,964,11163,10190,12828
"ENSG00000184281.10",76,62,67,237,154,112,165,125,102,128,206,124,73,91,66,57,112,902,821,757
"ENSG00000230483.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000070985.9",8,1,4,13,2,6,2,6,5,0,7,2,3,2,0,0,1,41,45,36
"ENSG00000053918.11",37,23,37,53,43,37,45,43,44,64,55,23,35,25,38,24,32,244,88,123
"ENSG00000269821.1",1371,353,1128,1881,1129,194,761,559,539,1970,457,371,1782,4080,1818,1197,305,246,274,230
"ENSG00000236041.1",0,0,4,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
"ENSG00000229414.2",1,0,1,2,2,1,0,1,1,4,3,0,0,0,0,1,0,5,0,0
"ENSG00000237941.2",2,0,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0
"ENSG00000129757.8",19,41,27,131,55,117,31,59,56,151,43,19,66,63,15,56,65,634,649,1021
"ENSG00000254827.1",10,6,7,5,7,7,14,2,5,15,14,16,3,0,4,1,4,20,10,5
"ENSG00000110628.9",26,15,29,19,15,11,70,28,28,68,48,108,32,22,33,34,29,397,294,189
"ENSG00000181649.5",18,12,17,24,19,18,20,7,6,8,28,7,16,5,32,6,36,2318,1207,2261
"ENSG00000205531.8",911,492,849,1327,978,1091,1821,965,1067,1184,1491,1106,1145,1563,1154,881,722,1907,2414,2362
"ENSG00000207008.1",41,14,63,134,81,44,298,181,196,676,257,416,1542,344,453,905,637,1,1,0
"ENSG00000183562.2",30,8,15,27,16,15,14,24,16,43,16,36,63,104,102,52,9,6,4,7
"ENSG00000110619.12",363,173,309,544,330,254,664,238,269,349,483,349,289,461,365,259,333,747,1299,1135
"ENSG00000247473.1",12,0,13,3,6,5,11,8,5,14,12,10,10,14,11,10,2,3,5,3
"ENSG00000201616.1",4,0,2,0,1,0,2,1,4,2,0,2,1,4,0,0,0,0,0,0
"ENSG00000236710.1",4,2,9,1,1,0,5,0,1,3,3,0,1,2,0,1,0,11,35,14
"ENSG00000021762.15",136,53,114,230,103,84,230,185,105,197,153,178,82,93,70,168,97,778,1041,958
"ENSG00000234791.1",0,0,7,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
"ENSG00000182170.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236301.4",9,0,6,2,1,1,2,2,3,2,6,0,0,0,0,0,0,0,0,0
"ENSG00000224513.2",2,1,1,1,2,5,1,1,0,0,2,1,1,0,0,1,1,1,1,0
"ENSG00000184350.8",0,5,3,4,8,3,0,0,1,4,7,0,1,1,0,1,0,4,1,4
"ENSG00000236987.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232390.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254592.1",0,0,8,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000005801.12",171,98,175,205,156,130,340,209,207,397,296,257,307,455,375,360,216,477,684,437
"ENSG00000263365.1",1,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
"ENSG00000223756.2",26,0,29,14,12,7,16,6,26,39,16,4,16,0,12,9,7,51,102,73
"ENSG00000189398.5",5,0,4,0,1,0,2,6,10,5,4,3,3,0,3,1,0,4,11,7
"ENSG00000166492.9",10,0,19,2,3,4,6,3,4,7,2,3,1,4,0,2,5,18,17,16
"ENSG00000254757.1",3,0,1,1,0,0,2,3,1,3,0,1,0,0,0,0,0,2,1,2
"ENSG00000255367.1",10,1,21,4,2,2,5,16,10,15,16,16,6,2,7,1,6,16,8,7
"ENSG00000255522.1",2,0,2,0,0,2,1,2,0,3,0,2,1,0,0,0,0,0,0,0
"ENSG00000237226.1",1,0,2,0,0,0,0,2,3,6,1,1,3,0,1,0,0,0,0,0
"ENSG00000221019.1",1,0,2,0,0,0,1,1,0,1,0,2,0,0,1,0,0,1,0,0
"ENSG00000223688.2",0,0,1,0,0,0,0,0,0,1,0,3,4,1,1,0,1,0,0,1
"ENSG00000230851.1",5,0,7,2,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
"ENSG00000238161.1",2,0,3,2,2,1,3,2,1,1,1,0,2,0,0,2,0,4,0,0
"ENSG00000182048.7",39,0,89,16,11,18,22,15,22,18,22,8,3,0,3,0,3,20,2,0
"ENSG00000167311.9",2,0,9,3,5,8,4,12,5,8,3,3,3,1,1,3,11,23,32,45
"ENSG00000129744.2",5,0,14,3,2,3,2,3,2,5,4,1,0,0,1,1,0,9,0,1
"ENSG00000201279.1",0,0,2,2,1,0,4,3,1,5,1,2,0,0,0,0,0,0,0,0
"ENSG00000200201.1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000129749.3",13,6,29,7,9,9,3,4,8,17,7,4,2,1,4,3,0,216,54,108
"ENSG00000110713.11",1046,492,847,1633,1141,1173,2261,962,1039,1424,1482,1472,1511,2674,1671,1417,859,6713,8023,14490
"ENSG00000238686.1",0,0,0,0,0,0,2,1,0,1,0,1,4,4,2,0,0,1,1,1
"ENSG00000251934.1",2,0,2,0,0,0,0,1,1,2,0,2,0,2,3,1,0,2,1,1
"ENSG00000238304.1",0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0
"ENSG00000148985.15",137,93,154,202,120,203,274,146,173,133,194,209,105,136,118,90,143,844,661,715
"ENSG00000250404.1",16,3,32,8,8,13,12,18,21,19,21,16,12,10,7,6,5,7,19,8
"ENSG00000177105.9",158,92,146,297,207,179,377,129,141,273,185,140,177,137,177,192,96,832,1068,1513
"ENSG00000228661.1",3,0,0,4,1,0,3,1,0,1,2,3,1,0,1,0,2,1,1,3
"ENSG00000167323.5",390,294,466,1334,340,782,722,379,475,455,470,371,375,551,298,521,261,1996,1727,2245
"ENSG00000229368.1",3,4,1,8,1,5,5,4,2,2,2,0,2,1,2,2,2,2,2,2
"ENSG00000263421.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230593.2",5,0,5,2,5,4,2,3,9,5,6,3,3,14,8,2,1,4,0,6
"ENSG00000206976.1",3,0,0,0,1,0,1,2,0,1,2,1,3,4,2,0,1,1,0,0
"ENSG00000255232.1",1,2,4,2,1,1,1,0,0,2,1,1,0,1,0,1,0,0,0,0
"ENSG00000255141.1",8,1,8,5,4,4,4,3,1,2,6,3,13,23,4,6,2,1,0,0
"ENSG00000224555.2",4,0,0,1,0,1,2,2,4,2,1,0,3,1,1,0,1,0,0,0
"ENSG00000240385.1",3,1,5,2,0,1,0,1,0,1,1,3,1,0,0,0,1,1,0,0
"ENSG00000167325.10",827,259,432,942,548,731,1141,445,479,473,663,1064,736,1190,586,744,442,1161,1092,1226
"ENSG00000255276.1",2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"ENSG00000231548.1",8,1,3,1,1,3,0,0,1,3,1,0,0,4,0,4,0,2,0,0
"ENSG00000254480.1",2,0,6,2,0,0,0,0,3,1,1,1,0,0,0,4,0,4,3,1
"ENSG00000255387.1",3,0,3,0,0,3,3,1,2,3,1,0,2,1,0,3,0,0,0,0
"ENSG00000237565.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255194.2",0,0,4,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000236175.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186223.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186232.2",0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229542.3",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221996.2",1,0,3,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1
"ENSG00000175800.4",3,0,4,3,0,2,4,2,0,4,0,2,1,0,1,0,0,1,1,1
"ENSG00000132109.8",267,81,191,332,187,139,367,113,177,233,305,177,144,104,211,118,85,187,288,307
"ENSG00000237272.1",6,1,12,2,2,2,0,1,2,1,3,0,4,1,1,3,1,0,0,0
"ENSG00000171999.6",3,1,1,1,3,0,0,0,1,2,2,1,3,1,0,3,0,0,0,0
"ENSG00000221030.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000181963.5",6,0,8,1,2,1,3,3,0,2,3,1,0,0,2,8,1,0,0,0
"ENSG00000225101.3",10,1,16,2,4,1,3,4,5,4,5,3,2,1,0,8,0,1,1,0
"ENSG00000196778.2",9,0,8,0,0,1,3,0,1,4,3,0,0,0,0,1,0,0,0,0
"ENSG00000226616.1",11,0,12,0,3,4,6,1,0,3,5,3,0,0,0,2,1,0,0,0
"ENSG00000197790.1",6,0,4,0,3,0,0,4,1,3,1,1,0,0,0,1,1,0,0,0
"ENSG00000171987.1",7,1,13,0,4,3,1,1,1,3,3,3,0,0,0,0,0,0,0,0
"ENSG00000226288.1",4,0,7,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,0
"ENSG00000232268.4",9,0,7,0,1,0,0,1,4,0,4,0,1,2,5,4,3,1,0,0
"ENSG00000167333.8",48,23,70,91,78,26,51,49,62,84,103,45,67,32,39,181,43,114,79,123
"ENSG00000197428.2",7,0,5,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000180785.8",40,4,32,43,27,45,79,31,12,17,15,16,12,40,17,35,7,7,14,11
"ENSG00000180723.5",7,0,9,0,4,3,1,1,5,3,1,1,0,0,0,0,0,0,0,0
"ENSG00000167332.7",12,0,19,3,5,2,24,11,4,1,2,3,2,4,0,3,6,3,3,7
"ENSG00000197674.4",5,0,7,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,1
"ENSG00000167346.3",9,1,12,1,2,4,2,2,1,5,4,2,0,0,0,23,0,0,0,0
"ENSG00000272634.1",4,0,5,0,5,0,2,0,0,3,2,0,0,0,0,3,0,1,0,0
"ENSG00000272664.1",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
"ENSG00000271602.1",12,0,7,4,3,6,8,2,2,2,2,2,0,1,1,2,2,6,2,1
"ENSG00000272559.1",2,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000273051.1",3,0,7,0,3,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0
"ENSG00000201980.1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000188069.3",1,0,2,1,1,4,1,0,1,1,2,0,0,0,0,13,0,0,0,0
"ENSG00000176951.5",7,0,16,1,1,1,1,1,4,3,4,2,0,0,0,13,1,0,0,0
"ENSG00000231070.1",4,0,7,0,1,0,0,0,1,2,2,0,0,0,0,20,0,0,0,0
"ENSG00000176937.8",8,0,16,5,2,1,0,1,1,1,3,1,0,0,0,5,0,0,0,0
"ENSG00000176925.5",2,0,5,0,0,0,0,1,0,0,1,0,0,0,0,22,0,0,0,0
"ENSG00000197984.2",1,0,7,0,1,1,1,0,2,2,1,0,0,0,0,13,0,0,0,0
"ENSG00000176922.2",7,0,18,2,0,2,2,0,6,2,9,1,0,0,0,14,1,0,0,0
"ENSG00000176904.1",6,0,5,0,0,1,0,0,2,0,7,1,0,0,0,6,0,0,0,0
"ENSG00000198217.3",2,0,1,0,2,2,0,1,1,2,2,0,0,0,0,14,0,0,0,0
"ENSG00000176900.2",2,0,3,3,1,0,1,1,0,1,1,2,0,0,1,6,1,0,0,0
"ENSG00000197023.6",1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0
"ENSG00000176895.8",3,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000176893.3",4,0,7,0,0,1,1,0,1,4,2,1,0,0,0,8,0,0,0,0
"ENSG00000176879.2",8,0,2,2,2,0,0,1,0,0,2,1,0,0,0,7,0,0,0,0
"ENSG00000227023.1",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ENSG00000205497.2",1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000205496.1",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ENSG00000225003.1",1,0,8,0,2,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0
"ENSG00000176798.1",2,0,6,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0
"ENSG00000224300.1",4,0,9,0,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000230261.1",9,0,9,4,1,0,4,1,2,3,4,1,0,0,0,0,1,0,0,0
"ENSG00000205495.1",3,0,5,1,2,3,0,1,1,2,2,1,0,0,0,0,0,0,0,0
"ENSG00000176787.2",6,0,2,0,3,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0
"ENSG00000236621.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273085.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237354.1",0,0,3,0,0,2,1,0,1,3,0,0,0,0,1,0,0,0,0,0
"ENSG00000226157.1",5,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000203560.2",7,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000236897.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000205494.5",3,0,5,2,1,1,0,1,1,0,3,2,0,0,0,0,0,0,0,0
"ENSG00000171944.1",2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000182070.4",3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176752.6",5,0,9,0,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0
"ENSG00000176748.4",6,0,8,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000176742.1",6,0,5,0,1,0,1,1,3,1,2,2,0,0,0,0,0,0,0,0
"ENSG00000224091.1",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221031.1",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244734.2",17,0,15,7,18,37,161,23,38,2439,69,53,112,155,33,173,40,42,80,18
"ENSG00000223609.3",8,0,14,4,0,6,3,1,2,6,5,2,1,2,9,0,1,0,1,0
"ENSG00000229988.1",2,0,10,2,2,0,1,1,2,0,4,1,0,0,0,0,0,0,0,0
"ENSG00000260629.1",0,0,7,0,3,2,0,1,0,1,1,2,1,0,0,0,0,0,0,0
"ENSG00000213934.5",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000196565.8",2,1,7,2,7,2,1,1,1,8,4,2,2,3,4,2,1,1,8,3
"ENSG00000213931.1",9,0,11,1,4,5,2,3,2,0,4,0,0,0,0,0,0,0,0,2
"ENSG00000229093.1",3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000183251.3",7,0,9,0,0,3,1,0,1,0,1,0,1,1,2,1,2,0,0,2
"ENSG00000167355.3",10,1,15,3,5,4,3,9,2,3,7,1,0,0,5,1,0,0,0,0
"ENSG00000223735.1",2,0,4,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0
"ENSG00000184881.2",2,2,10,0,1,0,1,2,2,2,0,1,2,0,6,0,1,0,0,0
"ENSG00000236359.1",8,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"ENSG00000242180.2",1,0,3,0,0,0,0,0,1,1,1,1,0,2,1,0,0,0,0,0
"ENSG00000176239.7",1,0,1,0,2,3,0,1,1,1,3,0,1,2,3,0,0,0,0,0
"ENSG00000230087.1",1,0,3,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0
"ENSG00000236248.1",2,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000184698.3",4,0,9,0,2,0,1,1,1,6,1,0,0,3,3,0,0,0,0,0
"ENSG00000184321.1",4,0,7,0,1,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0
"ENSG00000167360.4",4,1,12,0,6,2,3,1,2,3,8,0,2,2,2,1,0,0,0,1
"ENSG00000248424.1",4,0,4,0,1,0,1,2,2,3,4,4,1,1,3,1,0,0,0,0
"ENSG00000167359.8",2,0,2,0,2,0,2,0,0,2,2,0,1,0,4,2,1,0,0,0
"ENSG00000187918.3",1,0,5,1,1,0,0,0,2,6,1,1,0,1,2,1,0,0,0,0
"ENSG00000230484.2",3,0,9,1,2,1,2,3,1,3,0,1,0,1,7,2,1,0,0,0
"ENSG00000181609.5",5,0,2,1,0,1,3,2,1,3,2,4,1,0,9,3,2,0,0,0
"ENSG00000175520.8",18,1,28,3,12,4,6,9,7,14,10,5,2,4,20,6,0,0,1,0
"ENSG00000175518.6",16,1,18,1,7,1,5,8,2,14,6,6,8,10,21,2,2,17,18,28
"ENSG00000224295.2",22,0,19,5,11,2,3,2,5,17,17,2,5,10,22,10,5,3,8,7
"ENSG00000249633.1",4,0,11,1,5,0,1,1,2,2,2,0,1,0,4,1,1,0,1,1
"ENSG00000181616.7",3,1,4,2,3,2,0,0,2,7,2,0,4,7,12,3,0,0,1,0
"ENSG00000248553.1",5,0,13,0,3,3,0,1,1,4,2,3,4,3,13,4,1,0,0,0
"ENSG00000231049.1",3,0,3,3,2,3,3,1,3,6,1,1,2,6,8,3,4,1,0,0
"ENSG00000233646.1",6,0,6,0,2,0,0,0,0,2,2,1,3,6,2,1,1,0,0,0
