"","SRR1027171","SRR1027172","SRR1027173","SRR1027174","SRR1027175","SRR1027176","SRR1027177","SRR1027178","SRR1027179","SRR1027180","SRR1027181","SRR1027182","SRR1027183","SRR1027184","SRR1027185","SRR1027186","SRR1027187","SRR1027188","SRR1027189","SRR1027190"
"ENSG00000270171.1",10,1,19,2,6,5,9,13,3,4,1,4,1,0,1,0,2,6,6,9
"ENSG00000270035.1",5,0,6,2,1,3,4,8,9,1,3,2,1,0,0,0,1,23,13,13
"ENSG00000269978.1",5,0,1,1,1,0,14,8,4,2,1,3,1,0,4,2,3,29,19,9
"ENSG00000049245.8",488,237,629,589,518,769,2243,1247,860,896,802,744,640,695,726,682,545,1920,1924,2437
"ENSG00000269925.1",6,1,4,2,6,3,6,9,3,5,6,6,7,20,12,3,2,11,6,11
"ENSG00000049246.10",623,139,428,313,334,174,314,657,607,786,521,673,309,129,158,343,64,447,344,1521
"ENSG00000236266.1",5,1,5,2,2,4,1,6,5,5,1,4,1,2,3,5,0,6,4,7
"ENSG00000049247.9",9,1,13,0,4,5,5,6,4,13,5,1,0,0,5,2,0,2,0,1
"ENSG00000049249.4",64,7,57,49,23,55,76,14,19,23,24,46,67,42,94,8,13,10,36,33
"ENSG00000270330.1",3,0,9,0,2,0,2,4,3,2,1,0,0,0,0,0,2,0,0,0
"ENSG00000116288.8",1099,448,822,1285,1385,1066,3235,3522,2333,929,2751,1515,630,1033,1210,563,564,4444,2516,2252
"ENSG00000200344.1",7,0,0,0,4,2,2,3,2,0,1,1,2,9,0,5,0,1,2,4
"ENSG00000116285.8",933,264,468,1586,1024,1248,463,576,475,318,370,1835,981,6411,1426,357,633,11633,27101,50311
"ENSG00000238290.1",18,5,18,17,5,6,4,7,5,10,7,16,1,7,8,3,1,8,9,6
"ENSG00000232848.1",6,1,18,0,3,0,2,4,5,4,2,0,0,3,0,0,1,2,0,1
"ENSG00000229305.1",4,0,8,2,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000200975.1",4,0,6,1,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000227634.1",7,0,6,3,1,2,1,3,1,4,2,1,0,0,0,0,1,0,0,0
"ENSG00000233645.1",6,0,1,2,3,3,2,2,1,0,3,0,1,0,0,0,0,0,1,0
"ENSG00000265414.1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000251977.1",5,0,4,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"ENSG00000162426.10",22,4,29,12,16,15,12,53,16,25,26,58,3,5,3,5,10,38,58,77
"ENSG00000252254.1",4,0,1,0,0,3,2,5,1,1,3,1,0,0,0,0,1,0,0,0
"ENSG00000142599.13",405,130,435,261,371,249,502,1297,1028,831,709,668,869,1021,832,685,240,2808,3823,6330
"ENSG00000232912.1",9,1,1,3,5,0,4,20,24,12,11,14,17,41,26,13,2,12,12,9
"ENSG00000221083.1",0,0,1,0,0,1,2,6,4,2,1,1,1,2,1,2,0,1,0,1
"ENSG00000270282.1",3,1,6,1,0,1,1,5,5,6,1,2,7,3,1,0,1,3,0,1
"ENSG00000234619.1",5,3,2,3,0,3,4,7,5,5,2,2,9,30,10,2,1,1,1,0
"ENSG00000224315.2",7,0,9,1,1,2,3,1,8,10,7,5,17,33,12,1,0,1,0,0
"ENSG00000222511.1",0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0
"ENSG00000226545.1",8,1,4,2,4,2,2,5,5,4,1,1,7,10,3,0,1,1,1,1
"ENSG00000228423.2",5,1,2,3,0,7,5,6,11,3,2,2,7,10,7,4,0,3,0,2
"ENSG00000229716.2",0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000074800.9",7531,4596,3723,13391,11023,13493,20940,4605,3713,3656,6099,2243,3507,9003,5567,2510,2874,38413,31428,29891
"ENSG00000236269.1",10,7,0,7,12,19,14,4,8,9,11,3,14,27,13,4,4,22,14,8
"ENSG00000230679.1",1,0,0,0,2,1,2,5,0,2,1,1,0,2,1,1,0,5,0,0
"ENSG00000201725.1",0,0,3,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000238249.1",11,0,12,2,4,8,6,4,2,3,5,1,2,5,11,3,3,0,0,0
"ENSG00000232208.2",2,0,3,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000232663.2",1,0,5,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000131686.10",30,3,43,4,11,25,7,9,5,8,21,6,0,2,3,0,0,217,64,118
"ENSG00000265141.1",6,0,6,1,0,0,2,1,1,2,2,2,0,0,0,0,0,1,0,0
"ENSG00000197241.3",20,0,17,2,8,4,2,13,3,7,10,4,0,0,1,0,0,0,1,0
"ENSG00000142583.13",48,72,60,202,62,158,143,25,32,93,58,51,68,100,71,39,24,39,66,38
"ENSG00000252404.1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180758.10",160,50,127,124,151,117,511,469,375,164,222,335,229,278,259,254,218,367,497,642
"ENSG00000207865.1",2,0,0,1,0,0,3,0,2,0,2,2,3,1,3,5,0,1,3,1
"ENSG00000228526.2",7,1,4,5,3,4,5,8,5,7,11,8,11,6,5,16,2,3,0,0
"ENSG00000234546.2",3,1,6,1,5,3,12,7,8,8,11,9,5,4,2,3,0,23,5,10
"ENSG00000049239.8",670,334,518,601,823,446,1381,1030,1114,1786,975,694,633,724,666,536,420,1223,1615,2354
"ENSG00000252841.1",2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000171621.9",262,193,215,1126,653,427,344,274,308,424,358,180,115,469,184,134,193,2570,3601,7230
"ENSG00000252956.1",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"ENSG00000235263.1",9,0,5,2,2,0,0,1,3,9,0,2,0,0,0,0,1,0,0,1
"ENSG00000171612.6",158,61,91,92,85,148,156,106,79,107,126,174,95,230,142,85,96,935,954,599
"ENSG00000231181.1",8,1,6,1,3,2,4,10,4,7,3,9,4,7,9,2,0,32,11,10
"ENSG00000188807.8",98,26,45,53,48,32,91,176,89,78,49,74,49,184,82,65,35,310,567,816
"ENSG00000171608.11",332,88,199,243,288,130,331,310,251,198,235,124,378,486,309,192,116,213,437,407
"ENSG00000179840.5",6,1,12,5,6,6,5,8,6,3,7,3,12,17,8,4,2,0,1,0
"ENSG00000233268.3",5,0,1,0,0,1,0,0,1,3,3,0,6,0,3,0,0,0,0,0
"ENSG00000231789.2",12,17,6,14,17,16,8,3,4,6,14,4,21,20,4,1,8,59,54,32
"ENSG00000171603.12",803,496,932,847,1089,1441,2041,1683,1341,1286,1184,1629,1068,1625,1387,993,920,2888,3729,5452
"ENSG00000271264.1",2,0,0,0,1,1,0,4,3,1,0,0,2,7,7,0,2,0,0,0
"ENSG00000178585.10",256,174,242,213,310,324,774,272,234,271,335,184,103,295,217,163,319,719,644,481
"ENSG00000223989.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162441.7",220,97,235,223,215,278,681,468,357,311,370,320,236,317,312,315,140,396,430,517
"ENSG00000228150.1",6,2,3,4,7,5,14,13,9,8,7,4,0,4,3,6,1,2,0,1
"ENSG00000173614.9",123,45,117,173,105,137,261,134,164,161,217,111,57,45,78,57,44,123,85,107
"ENSG00000202415.1",6,3,1,7,5,8,17,5,9,5,7,9,12,8,6,12,4,2,1,0
"ENSG00000265521.1",0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000241326.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162444.11",56,5,20,24,13,41,183,101,48,114,58,20,18,5,9,7,18,577,480,812
"ENSG00000225786.2",3,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
"ENSG00000130939.14",489,146,385,272,335,317,656,695,553,454,424,380,421,896,489,494,194,1205,1112,1325
"ENSG00000224340.1",6,0,4,1,1,0,1,2,7,0,1,2,1,3,0,1,0,0,0,1
"ENSG00000233623.2",14,2,14,0,3,5,2,11,6,6,7,9,4,6,0,3,1,0,1,0
"ENSG00000201746.1",0,0,2,1,0,1,0,0,0,1,1,0,3,1,0,2,0,0,0,0
"ENSG00000054523.12",1625,518,1187,1173,1328,1438,2815,1623,1420,1414,1152,1182,1305,2297,1471,803,755,2177,4930,5510
"ENSG00000264881.1",1,0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
"ENSG00000199562.1",1,0,2,1,1,0,4,3,3,5,2,1,6,8,3,1,0,3,1,1
"ENSG00000264501.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265945.1",1,0,2,1,0,0,0,2,2,0,1,0,2,0,0,2,0,1,2,0
"ENSG00000142657.16",491,194,355,273,415,691,715,577,318,419,428,691,551,560,642,842,378,2641,2739,2033
"ENSG00000271989.1",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
"ENSG00000175279.17",21,4,14,19,17,14,55,44,24,13,35,31,15,21,28,13,5,37,26,20
"ENSG00000251503.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241563.2",17,1,15,0,4,3,2,4,11,8,9,1,2,0,1,6,0,9,4,0
"ENSG00000160049.7",462,331,221,369,380,262,575,458,418,319,673,326,170,306,249,145,178,1036,1457,1575
"ENSG00000203469.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142655.8",79,21,63,51,69,55,133,109,75,58,78,62,68,114,63,70,33,339,587,606
"ENSG00000243267.2",7,0,6,2,1,0,1,3,2,3,1,0,0,1,0,0,0,2,2,2
"ENSG00000130940.10",152,75,63,105,225,199,499,496,427,268,315,311,132,310,252,332,117,677,1189,1263
"ENSG00000272078.1",6,4,0,13,13,9,15,27,16,15,6,12,6,17,13,12,3,53,120,75
"ENSG00000225158.2",1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000175262.10",24,2,63,10,16,13,24,23,17,22,25,12,6,5,7,35,35,3,1,2
"ENSG00000215785.2",10,2,19,1,3,8,2,10,5,2,9,4,0,0,0,0,3,0,0,0
"ENSG00000264181.1",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207213.1",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSG00000120948.11",2001,511,1220,1839,1543,1938,3364,1935,1878,1115,1985,1118,1337,2749,1612,1249,682,4637,5185,7095
"ENSG00000009724.12",37,1,33,17,19,15,31,31,30,33,30,35,26,45,21,32,4,35,62,60
"ENSG00000271895.1",10,0,6,10,10,7,11,26,18,14,12,15,17,18,10,11,8,23,32,17
"ENSG00000116649.5",140,76,65,206,210,217,369,217,172,167,153,362,113,421,171,119,86,1167,1239,1031
"ENSG00000171824.9",472,132,261,338,344,535,886,601,488,438,422,416,394,915,431,367,161,1008,1324,1381
"ENSG00000226849.1",1,0,3,3,1,2,1,3,0,4,2,1,2,3,5,0,1,3,5,3
"ENSG00000230337.1",3,0,4,5,1,1,3,9,3,4,3,7,0,1,4,0,3,5,1,0
"ENSG00000198793.8",946,343,601,688,1012,707,1950,1595,1167,843,1058,983,1030,1604,1392,955,429,933,1014,1219
"ENSG00000225602.1",8,0,5,3,4,3,3,3,5,7,5,5,3,20,8,6,2,0,0,0
"ENSG00000253086.1",2,0,0,0,0,4,2,1,1,1,4,1,2,4,2,3,0,0,0,0
"ENSG00000271794.1",1,0,2,0,0,0,1,0,1,2,0,2,2,8,4,0,0,0,0,0
"ENSG00000171819.4",35,7,46,8,13,12,4,34,26,16,17,17,28,67,28,20,5,14,16,41
"ENSG00000207451.1",0,0,0,0,1,1,0,1,0,3,0,1,0,2,0,0,2,0,0,0
"ENSG00000238173.1",2,0,0,1,0,0,2,0,2,2,1,2,3,0,2,1,1,0,0,0
"ENSG00000120942.9",125,62,115,173,138,143,566,337,238,190,293,232,104,179,146,102,129,448,456,838
"ENSG00000238199.1",3,0,5,1,1,5,1,2,4,0,1,1,2,0,1,0,0,0,1,1
"ENSG00000224338.2",1,0,7,1,0,0,3,2,0,3,1,0,0,0,0,0,0,0,0,0
"ENSG00000204624.6",39,3,56,13,17,18,35,53,39,18,34,48,6,1,17,6,4,4,19,6
"ENSG00000235643.1",3,0,10,0,1,1,2,0,0,3,3,2,0,0,0,0,0,1,2,0
"ENSG00000116661.9",87,18,14,94,604,145,818,207,54,17,181,328,20,158,8,1,34,680,162,323
"ENSG00000132879.9",57,58,72,97,190,89,287,203,201,93,197,230,76,140,80,34,45,705,437,410
"ENSG00000116663.6",127,51,88,99,94,61,310,117,119,93,94,134,60,68,148,71,50,210,134,111
"ENSG00000116670.10",240,228,158,239,241,433,535,281,223,118,216,108,125,179,155,47,102,564,389,337
"ENSG00000162490.6",69,56,115,37,34,104,23,26,23,22,29,8,6,11,7,4,2,22,33,108
"ENSG00000177674.11",227,80,160,106,227,155,582,300,223,245,246,291,133,129,159,157,122,751,447,344
"ENSG00000215910.3",30,1,38,22,14,9,27,32,22,14,33,42,1,0,0,0,0,9,0,2
"ENSG00000177553.6",6,0,2,0,1,0,1,2,2,0,1,1,0,0,0,1,0,1,0,0
"ENSG00000177000.6",179,80,265,205,203,237,997,347,346,406,417,379,300,188,286,314,137,498,485,419
"ENSG00000011021.17",200,46,261,130,165,113,286,215,262,220,206,157,202,229,186,167,45,401,448,491
"ENSG00000242349.1",3,0,10,0,1,0,2,3,1,4,2,3,1,3,2,2,0,19,1,6
"ENSG00000175206.6",7,0,31,3,1,9,6,6,2,6,6,1,1,3,0,1,0,6,4,6
"ENSG00000120937.8",2,0,1,2,0,2,0,0,0,4,1,0,0,0,0,0,0,1,0,0
"ENSG00000224904.1",12,0,23,4,3,3,8,8,5,4,8,7,0,0,0,0,2,0,0,0
"ENSG00000199347.1",258,5,46,103,66,160,1699,683,551,180,330,357,3468,2131,1977,1140,58,1,0,9
"ENSG00000201801.1",5,0,1,7,7,2,14,3,2,4,4,2,2,4,14,24,6,1,1,0
"ENSG00000116685.11",557,428,306,677,657,783,1223,414,494,492,699,412,227,540,295,217,280,1071,825,936
"ENSG00000083444.12",1990,2141,1138,6121,2658,5203,2331,822,884,1149,985,527,438,2918,488,339,673,2614,3107,2693
"ENSG00000116688.12",793,368,715,726,913,645,2194,1096,1166,877,1198,803,744,1048,904,717,439,2941,3001,3503
"ENSG00000270914.1",0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"ENSG00000116691.6",158,75,52,134,139,136,276,157,150,96,139,71,73,202,84,70,58,485,400,280
"ENSG00000202461.1",7,2,13,2,3,1,5,2,3,5,4,1,1,3,1,1,0,3,1,0
"ENSG00000243539.2",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000120949.10",61,8,87,33,28,40,31,29,33,36,41,20,29,24,25,13,4,7,79,81
"ENSG00000201135.1",3,0,6,1,0,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000227875.2",2,0,8,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000028137.12",681,186,429,724,555,446,1062,299,468,471,640,321,512,311,401,285,242,514,1824,1751
"ENSG00000263676.1",1,0,0,1,1,0,0,1,3,0,0,0,1,0,0,0,0,1,0,1
"ENSG00000225196.2",3,0,5,1,0,1,1,1,0,1,5,1,0,0,1,0,0,1,1,0
"ENSG00000252969.1",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"ENSG00000048707.9",1974,569,1732,1309,1706,1793,4783,2361,2327,2708,2141,2475,2905,4738,4724,2257,1834,1310,1843,2078
"ENSG00000239149.1",1,1,3,0,1,2,2,0,3,5,0,7,6,4,9,1,1,1,8,2
"ENSG00000229484.1",2,0,7,2,1,0,2,3,0,1,0,1,1,0,0,0,0,2,0,0
"ENSG00000162496.4",529,196,203,448,433,809,1623,413,348,344,427,305,389,290,222,214,259,765,1332,1347
"ENSG00000221340.1",2,0,7,0,2,0,0,0,0,0,0,1,1,2,0,0,1,0,4,0
"ENSG00000272482.1",24,10,5,11,20,19,17,8,11,8,13,5,14,12,5,4,9,3,17,18
"ENSG00000204518.2",15,0,21,1,4,3,4,4,2,5,7,1,0,0,0,0,0,0,1,0
"ENSG00000226166.2",0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000188984.7",13,1,39,3,12,8,3,7,10,11,5,1,0,0,0,0,1,0,0,0
"ENSG00000238771.1",0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000157330.5",21,0,51,3,4,15,9,7,3,13,11,9,1,1,1,0,1,0,1,1
"ENSG00000116726.4",9,1,16,1,4,2,2,2,4,6,12,0,0,0,0,0,1,0,0,0
"ENSG00000116721.9",15,0,19,6,4,3,4,6,5,10,6,2,1,0,1,0,1,0,0,0
"ENSG00000228338.1",4,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204513.5",8,0,8,0,1,0,0,3,1,3,2,2,0,0,1,0,0,0,0,0
"ENSG00000231103.2",7,1,11,0,3,1,2,0,0,3,0,0,0,0,1,0,1,0,0,0
"ENSG00000179172.7",23,0,29,3,7,6,12,8,3,11,9,4,0,0,0,0,0,0,1,0
"ENSG00000120952.4",8,0,1,1,2,3,0,2,0,3,3,3,0,0,0,0,0,0,0,0
"ENSG00000243073.3",8,0,5,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000187545.5",2,0,2,0,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000204510.1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064.1",0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423.3",0,0,5,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894.1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000204508.3",0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000239810.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000270601.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250113.1",1,0,7,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000204505.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233336.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229978.1",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000236179.1",4,0,6,0,0,4,2,0,2,1,0,4,0,0,0,0,1,0,0,0
"ENSG00000179412.8",19,0,28,2,2,15,5,1,8,11,9,4,0,1,0,0,1,0,0,0
"ENSG00000224199.1",4,0,0,0,0,1,0,1,0,2,4,0,0,0,0,0,0,1,0,1
"ENSG00000229571.2",7,0,6,5,3,5,6,5,0,6,3,2,1,0,0,0,0,0,0,0
"ENSG00000204503.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233394.1",1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000204502.2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231219.1",1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511.1",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700.1",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229.2",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000204495.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204491.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204488.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204486.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204485.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224581.1",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157358.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481.6",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000204480.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479.4",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478.5",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162494.5",6,1,20,1,5,0,1,5,1,3,2,1,0,0,0,0,1,4,16,2
"ENSG00000259961.1",1,0,5,1,2,5,0,2,1,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000215909.3",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000162493.12",53,58,165,117,149,87,197,90,107,258,89,348,169,10,150,88,47,389,969,978
"ENSG00000222952.1",0,0,3,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000266358.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445.2",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000253085.1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000116731.18",628,227,673,576,680,607,968,746,787,1014,682,541,1144,574,998,953,428,1802,2037,3456
"ENSG00000252151.1",1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
"ENSG00000231606.1",0,0,1,0,3,1,1,3,3,5,5,3,17,12,3,7,1,0,2,0
"ENSG00000234593.1",3,0,7,0,0,2,0,3,5,5,2,7,6,5,2,2,34,0,0,0
"ENSG00000189337.11",176,90,138,97,128,284,122,118,97,166,103,183,91,305,148,24,139,1008,1292,2106
"ENSG00000235829.1",2,0,9,1,1,4,0,3,3,5,3,2,5,2,3,1,2,1,0,1
"ENSG00000175147.7",8,3,16,7,9,16,12,5,7,10,3,5,10,4,7,1,6,10,29,22
"ENSG00000171729.9",116,153,141,240,147,225,298,103,100,123,134,72,122,81,127,128,155,910,917,1305
"ENSG00000204464.3",11,4,6,3,2,5,4,5,8,7,5,8,13,26,16,14,3,8,3,3
"ENSG00000215720.4",4,2,13,2,2,3,3,3,3,2,2,0,5,16,7,5,5,3,0,1
"ENSG00000142621.15",86,12,157,47,41,56,48,51,44,87,64,57,57,23,51,44,18,39,91,155
"ENSG00000233485.1",6,0,22,1,1,1,3,2,2,5,4,4,0,0,2,2,2,0,1,0
"ENSG00000236045.1",1,1,11,0,2,4,1,0,1,1,3,0,1,1,2,0,2,2,2,5
"ENSG00000228140.1",26,0,25,4,8,11,11,5,4,11,5,9,1,1,4,4,1,14,5,7
"ENSG00000142634.8",367,201,250,495,467,359,1411,462,346,343,367,210,317,244,369,267,176,1863,2055,2184
"ENSG00000162438.7",23,3,61,8,19,21,22,11,12,13,35,6,2,0,2,0,2,7,23,14
"ENSG00000142615.7",4,0,17,1,2,2,10,7,3,5,9,2,0,0,0,1,1,2,5,2
"ENSG00000215704.5",14,3,26,4,10,5,4,6,4,10,9,8,2,2,5,0,1,12,20,8
"ENSG00000132906.13",89,41,92,86,98,68,249,148,108,111,152,113,83,59,83,55,58,326,384,297
"ENSG00000116138.8",269,140,316,277,353,345,1199,604,513,549,704,604,404,550,496,440,353,213,366,348
"ENSG00000251866.1",0,1,0,0,0,1,1,4,3,4,1,4,2,5,5,4,0,0,0,0
"ENSG00000272510.1",0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
"ENSG00000116771.5",55,9,28,19,16,21,72,18,20,21,23,39,20,26,34,19,10,14,9,10
"ENSG00000237301.1",13,0,11,8,5,7,17,2,6,3,3,4,2,5,1,1,2,3,2,5
"ENSG00000235084.2",10,1,4,1,7,13,10,1,2,1,6,4,2,1,0,0,5,8,5,4
"ENSG00000252417.1",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500.1",2,0,1,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000197312.7",581,195,537,378,493,484,1088,1221,934,987,704,975,973,1459,1664,491,605,410,824,1098
"ENSG00000215695.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271742.1",3,0,3,4,0,0,0,0,3,2,3,0,0,0,0,0,0,1,1,0
"ENSG00000116786.7",314,191,223,496,435,288,686,294,316,514,368,257,302,265,348,246,221,1560,2166,2262
"ENSG00000264048.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237938.1",4,0,8,3,1,1,10,8,1,4,3,4,8,7,6,6,1,3,7,3
"ENSG00000162461.7",21,1,5,8,8,6,19,7,11,14,7,4,9,5,3,3,2,36,59,34
"ENSG00000224459.1",6,0,10,2,0,2,4,2,1,5,4,1,0,0,0,0,1,0,0,0
"ENSG00000162460.6",5,0,10,4,4,6,3,7,2,3,6,4,0,0,1,0,2,2,0,0
"ENSG00000162458.8",470,456,311,925,1429,728,927,207,218,602,348,129,293,276,133,259,363,1226,3661,2391
"ENSG00000224321.1",3,0,3,1,1,1,6,1,0,2,8,2,0,0,0,1,2,2,2,2
"ENSG00000233954.4",19,5,11,8,14,17,49,14,8,5,12,2,3,3,3,3,4,138,112,102
"ENSG00000178715.7",6,0,2,7,3,4,4,5,3,1,2,1,1,2,3,4,1,14,6,2
"ENSG00000179743.2",43,33,37,78,64,48,149,77,46,42,104,38,53,38,51,70,28,84,56,40
"ENSG00000065526.6",945,262,794,396,618,450,1022,701,733,999,624,689,1415,2027,1474,1177,374,3259,7011,9917
"ENSG00000238818.1",0,0,0,0,0,1,0,0,0,0,2,0,2,5,3,3,0,0,1,0
"ENSG00000270620.1",6,1,10,1,1,1,4,4,5,4,3,1,5,7,2,1,1,1,1,1
"ENSG00000116809.7",163,85,91,193,215,189,414,150,155,176,198,153,139,141,180,136,125,561,821,676
"ENSG00000234607.2",14,1,11,5,4,1,6,3,5,10,7,1,5,4,5,6,2,5,0,0
"ENSG00000231353.1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224966.4",11,0,12,1,4,3,4,4,3,4,9,2,0,1,0,0,0,0,1,0
"ENSG00000183888.4",11,0,23,4,3,7,16,114,65,23,47,131,3,0,49,2,18,31,27,14
"ENSG00000233078.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173641.13",4,17,35,14,19,17,22,17,10,87,18,28,6,3,9,9,6,83,57,116
